Job Title,Company Name,Location,Summary,Posting Date
Product Manager,JobotCompany Name - Jobot,"La Mesa, CA, USA","Top Martech firm seeking Principal AI Product Manager  This Jobot Job is hosted by: Tyler Mase Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $150,000 - $300,000 per year  A bit about us:  10 year old Martech Firm with $75M+ in funding!  Why join us?  Strong Base Salary Fantastic Bonus & Equity Package Great benefit plan (medical/dental/vision/life) 401k match, flexible time off.  Monthly wellness and cell phone stipends, childcare and contin",Posted 6 hours ago | Updated 4 hours ago
Product Manager,JobotCompany Name - Jobot,"Los Angeles, CA, USA","Top Martech firm seeking Principal AI Product Manager  This Jobot Job is hosted by: Tyler Mase Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $150,000 - $300,000 per year  A bit about us:  10 year old Martech Firm with $75M+ in funding!  Why join us?  Strong Base Salary Fantastic Bonus & Equity Package Great benefit plan (medical/dental/vision/life) 401k match, flexible time off.  Monthly wellness and cell phone stipends, childcare and contin",Posted 6 hours ago | Updated 4 hours ago
Salesforce Product Manager,Emonics LLCCompany Name - Emonics LLC,"McLean, VA, USA","Minimum Experience Required - 12+ years.  Assist the Product Owner to write user stories and edit acceptance criteria, making sure each story aligns to the feature objective.Proactively bring ideas to the table to increase value to our customers, recognizing roadblocks early, and presenting ideas and options to key partners.Troubleshoot product questions and technical challenges.Facilitate meetings to bring tech and non-tech partners together to innovate and problem solve.Create test scripts and",Posted 2 hours ago | Updated moments ago
Salesforce Product Manager,Rayven IT SolutionsCompany Name - Rayven IT Solutions,Remote,Product Manager with (Big Data) - Remote Role  Duration : long term Translating business needs into Analytics  Connecting Outcomes to Business valueIntegration of Data Science into Business ApplicationSupporting C-Suite Business Leaders to drive a data-driven culture.Enterprise Data & Analytics TransformationsAutomation of Data Driven Marketing programsIncrease adoption of available first party and third party data sources within client.,Posted moments ago
Salesforce Product Manager,"AQUA Information Systems, Inc.Company Name - AQUA Information Systems, Inc.","Sunrise, FL, USA","NetSuite Developer  Fully Remote- New York, NY Job Description  Analyze, develop, document, troubleshoot and maintain IT solutions to meet operational requirements and solve business issues. Partner with stakeholders to play a crucial role in executing ERP initiatives across various business units. As the in-house NetSuite expert, recommend best practices related to NetSuite solutions.  Role & Responsibilities Evaluate business requirements, functional requirements and implement solutions in Net",Posted 1 day ago
Salesforce Product Manager,Quess USCompany Name - Quess US,"San Jose, CA, USA","Requirements:The candidate should have strong knowledge of Finance processes.10+ years of proven work experience in SAP Finance, corporate finance solutions, managing all aspects of a successful product throughout its lifecycle, development, and support of internally facing products preferredAbility to craft clear, compelling recommendations supported by strong analysis and business logic, and articulate them to the organization to gain support for recommendationsAbility to articulate in documen",Posted moments ago
Salesforce Product Manager,Genesis10Company Name - Genesis10,"San Francisco, CA, USA","New Journey AI/Genesis10 is actively seeking a resource for a 6 month Contract position with potential extension or conversion. Looking for a Technical Program Manager that will be responsible for developing and managing projects that affect new consumer-facing payments products. The projects require timely execution with the highest degrees of security, performance, availability, and reliability. Other responsibilities include defining requirements, planning delivery, designing websites and fea",Posted 22 hours ago | Updated 5 hours ago
Salesforce Product Manager,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Remote or Beaverton, OR, USA","RESPONSIBILITIES: Kforce has a client in Beaverton, OR that is seeking a passionate Senior Technical Product Manager for Warehouse Management Systems to join the North America Technical Product Management team that designs and builds the company's warehouse management capabilities for our world class supply chain.  Summary: The Senior Technical Product Manager will be working with other North America Technical Product Managers, business stakeholders, business end users, and vendors to implement,",Posted 20 hours ago | Updated 2 hours ago
Salesforce Product Manager,"GavinHeath, LLCCompany Name - GavinHeath, LLC",Remote,"Schedule: 4 days a week onsite (Monday-Thursday), Fridays remote Summary: Seeking a dedicated and personable NetSuite Administrator to join our manufacturing industry client based in the Chicago area. This position requires a strong technical and functional understanding of NetSuite, with a focus on system administration and support. The ideal candidate will have a minimum of 2-3 years of NetSuite Admin experience, excellent communication skills, and the ability to occasionally travel for compan",Posted 1 day ago
Salesforce Product Manager,Randstad DigitalCompany Name - Randstad Digital,"Houston, TX, USA","job summary:  We are seeking a Technical Product Manager for our application security team.  You will be accountable for gathering, analyzing, and documenting the requirements from stakeholders and existing code that will be used to define technical requirements that meet our security objectives. You will play an important role in ensuring coordination and collaboration of development teams in the continuous improvement of our commercial applications executing a wide range of business processes.",Posted 47 days ago | Updated 1 hour ago
Salesforce Product Manager,INSPYR SolutionsCompany Name - INSPYR Solutions,"Katy, TX, USA","Title: Digital Product Manager Location: Katy, TX Work Requirements: , Holders or Authorized to Work in the USQualified candidates please submit your resume to Erica Shackleton at Job Description: Deliver sales and profitability for client's online platform Create and manage a product roadmap, deep understanding of customers' needs, the product, and the competitive landscape Champion relationships with key leaders and stakeholders to promote collaboration and enterprise wide alignment Define and",Posted 1 day ago | Updated moments ago
Salesforce Product Manager,ResolveTech Solutions Inc.Company Name - ResolveTech Solutions Inc.,"Irving, TX, USA","Role : Product Manager with E-Commerce and Payments exp Location: Irving, TX - Onsite job Duration: 9 months to start with.. Qualifications A Bachelor’s degree in a related field or comparable professional experience.At least 4 years of eCommerce product management experience with focus on settlement and reconciliation processWorking knowledge of digital payments, marketplaces, payouts, and subscriptions payments processingExperience working with back-end Treasury, GL or ERP applications is a pl",Posted 3 days ago | Updated 1 day ago
Salesforce Product Manager,DISHCompany Name - DISH,"Littleton, CO, USA","Department Summary  DISH is transforming the future of connectivity. We're doing it by building the country's first virtualized, standalone 5G wireless network from scratch. The foundation of a connected world, it's a network free of the limitations of the past, and flexible enough to satisfy all the social, economic and transformative needs of the changing world.  Job Duties and Responsibilities  We are seeking a Product Program Manager to serve as the program lead for Android products for busi",Posted 3 days ago | Updated 5 hours ago
Salesforce Product Manager,JobotCompany Name - Jobot,"Houston, TX, USA","Multinational Oil and Gas Company, Hybrid Position, Innovative Technology Platform  This Jobot Job is hosted by: Duran Workman Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $140,000 - $180,000 per year  A bit about us:  We are seeking a highly motivated and experienced Senior Product Manager to join our dynamic team. This is an exciting opportunity to work within a fast-paced, challenging, and collaborative environment where innovative ideas",Posted 1 day ago | Updated 4 hours ago
Salesforce Product Manager,"Judge Group, Inc.Company Name - Judge Group, Inc.","Columbus, OH, USA","VDart Inc is the leading global provider of digital solutions, products and talent management company providing digital technology solutions in Automotive, Manufacturing, Energy & Utilities and Healthcare Industries. Led by a strong global team located across 10 countries including USA, Canada, Mexico, Brazil, UK, Japan, Australia & India. We are currently accepting applications from staffing firms for our Preferred Partner Program, where we align niche staffing firms with specific verticals bas",Posted 60+ days ago | Updated 1 day ago
Salesforce Product Manager,KelltonCompany Name - Kellton,"Austin, TX, USA","Digital Product Manager Worker will be required to be onsite at Gracy Farms campus in Austin, TX at a minimum of 2 days a week. The role will be remote the remaining days of the week. Description: Digital Investor Services team is responsible for defining, delivering, and leading the lifecycle of our platforms and services which enable digital interactions with clients at scale. Our digital experience is the way that most clients interact with us daily, and were passionate about creating the bes",Posted 1 day ago | Updated 6 hours ago
Salesforce Product Manager,JobotCompany Name - Jobot,"Denver, CO, USA","This Jobot Job is hosted by: Taylor Thibodeau Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $130,000 - $200,000 per year  A bit about us:  My client is an EHR and practice management software for specialty practices.  Why join us?  Employee Assistance Program with free counseling sessions available Flexible Time Off: take time off when you need it without worrying about available hours 10 paid holidays + 1 floating holiday Generous annual bo",Posted 2 days ago | Updated 4 hours ago
Salesforce Product Manager,JobotCompany Name - Jobot,"San Francisco, CA, USA","Bay Area Travel Marketplace Company Hiring Senior Product Manager for Scaling Team- Excellent Compensation and Benefits  This Jobot Job is hosted by: Matt Shakin Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $170,000 - $200,000 per year  A bit about us:  We are a tech start up that helps travelers have unforgettable authentic travel experiences. We do this by connecting independent travelers with local specialists who design personalized iti",Posted 1 day ago | Updated 5 hours ago
Salesforce Product Manager,Randstad DigitalCompany Name - Randstad Digital,"Bentonville, AR, USA","job summary:  Description: Staff Product Manager, Customer Care Product - Omnichannel Intelligent Routing Contact Center  What you'll do Customer Care plays a key role in shaping the future of our customer experience for Client.com, Client Stores, and other affiliated brands like Hayneedle, Bonobos, Moosejaw and Art.com by recommending and championing products, processes and solutions to improve Customer Care systems with a focus on Client's Omnichannel Intelligent Routing Contact Center. As a S",Posted 11 days ago | Updated 1 day ago
Salesforce Product Manager,JobotCompany Name - Jobot,"Irvine, CA, USA","Drive Innovation as a Digital Product Manager!  This Jobot Job is hosted by: Augie Ullmann Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $95,000 - $135,000 per year  A bit about us:  At our client's company, they value nothing less than excellence. They're passionate about delivering superior products that truly reflect the lifestyle they cater to. With an unwavering focus on quality, functionality, and exceptional design, their products cap",Posted 2 days ago | Updated 4 hours ago
Salesforce Product Manager,ProsumCompany Name - Prosum,"Denver, CO, USA",Are you passionate about leading operational excellence in an entrepreneurial and dynamic work environment? Are you yearning for an opportunity to utilize your creativity to grow a scaling process? Our client is looking for a Product Manager to join their journey to facilitate a digital revolution in the B2B supply chain. The Product Manager will be responsible for challenging the team to think bigger and move faster to solve big supply chain problems. This position is accountable for maintainin,Posted 22 days ago
Salesforce Product Manager,CSM Technologies IncCompany Name - CSM Technologies Inc,"Cerritos, CA, USA","Sr. Java Payments DevsW2 ROLE ONLYNO THIRD PARTIESContract role- 12+ MonthsCandidates need to provide the following for onboarding: 5 years of employment - IRS transcripts, W2s, or Form 16*STRONG Payments experience is mandatory. Candidates MUST have worked with Payments on multiple projects with a Financial or Banking client and have detailed bullets on what they did with it and how they worked with it in their resume. Candidates also must have specific experience with either ACH or Wires exper",Posted 18 days ago | Updated 1 day ago
Senior Product Manager (Hybrid in San Francisco),JobotCompany Name - Jobot,"Mountain View, CA, USA","We are a growing digital manufacturing startup in San Francisco looking for a Senior Product Manager to join the team!  This Jobot Job is hosted by: Brandon Bays Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $170,000 - $190,000 per year  A bit about us:  We are a digital manufacturing startup based in San Francisco seeking an experienced Senior Product Manager to lead the development of our digital product platforms. You will work closely wi",Posted 1 day ago | Updated 4 hours ago
Senior Product Manager (Hybrid in San Francisco),JobotCompany Name - Jobot,"San Francisco, CA, USA","We are a growing digital manufacturing startup in San Francisco looking for a Senior Product Manager to join the team!  This Jobot Job is hosted by: Brandon Bays Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume. Salary: $170,000 - $190,000 per year  A bit about us:  We are a digital manufacturing startup based in San Francisco seeking an experienced Senior Product Manager to lead the development of our digital product platforms. You will work closely wi",Posted 1 day ago | Updated 4 hours ago
Senior Product Manager (Hybrid in San Francisco),AMS IT Solutions LLCCompany Name - AMS IT Solutions LLC,"Bentonville, AR, USA","Location: Bentonville AR/Reston VA Job Description: 10 + years of IT experience5 + years of product management experience with a focus on software products and technologies requiredExperience developing and presenting business cases for executive leadership decisions requiredKnowledge, Skills & Abilities Working knowledge of Agile/Scrum software development environment, familiarity with tools including JIRA, Confluence, Tableau, InVision requiredKnowledge of product development lifecycle require",Posted 15 days ago | Updated 1 day ago
Senior Product Manager (Hybrid in San Francisco),CiraInfoTechCompany Name - CiraInfoTech,"Pleasanton, CA, USA","Technician /Technician IV - Production  What You'll Do Perform standard manufacturing and assembly tasks of intermediate complexity in a repetitive-build aerospace manufacturing environment. Role tasks may include cleaning, parts/materials preparation, mechanical /electrical assembly, polymerics processing, manual soldering, composite layup, and masking operations. While executing manufacturing operations apply an intermediate level of knowledge and skills in hardware assembly, troubleshooting a",Posted 4 days ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do  Data Driven Product Decisions : \nRequires knowledge of: \nProduct and feature analytics; Data analysis tools and techniques; Research for analysis activities; Documentation procedures (for example, data logs); Modern industry practices and emerging trends. \nTo independently (or with minimal guidance) conduct activities for product/feature analytics with an understanding of simple trends/insights. Monitors, collects, and structures data and evaluates result. Sup",Posted 3 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do As a member of the of the Finance Data Factory , you'll be responsible for supporting the e-commerce Data team as they evaluate large amounts of data.  You'll operate as a trusted advisor as it relates to efficiencies and best practices. As a member of the Walmart  Finance Data Factory , you will be an integral part of improving the overall data strategy and processing through technology.  As we look at the growing needs of data, processing and analytics, you will",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Redhorse CorporationCompany Name - Redhorse Corporation,"Springfield, VA, USA","A local company in Philadelphia is a dynamic and innovative technology company committed to delivering cutting-edge solutions to clients. As a leading player in the industry, they are seeking a highly skilled DevOps Engineer with hands-on experience in AWS or Azure cloud platforms, Terraform, Kubernetes, and scripting with Python, PowerShell, or Bash. The ideal candidate will play a critical role in designing, implementing, and maintaining our cloud infrastructure and deployment pipelines, ensur",Posted 28 days ago | Updated 28 days ago
Senior Product Manager (Hybrid in San Francisco),Motion RecruitmentCompany Name - Motion Recruitment,"Boston, MA, USA","Job Description This company provides energy and automation digital solutions for efficiency and sustainability. We combine world-leading energy technologies, real-time automation, software, and services into integrated solutions for Homes, Buildings, Data Centers, Infrastructure, and Industries. They are hiring for a Product Manager to join the Energy Management team to work on a product that will enterprises increase efficiency, financial savings, and produce more sustainable operations across",Posted 40 days ago | Updated 4 hours ago
Senior Product Manager (Hybrid in San Francisco),NICE SystemsCompany Name - NICE Systems,"Sandy, UT, USA","At NICE, we don't limit our challenges. We challenge our limits. Constantly. We're relentless. We're ambitious. And we make an impact. Our NICErs bring their A game and spend each day turning it into an A+. And if you're like us, we can offer you the kind of challenge that will light a fire within you.  Senior Product Manager Location: Salt Lake City, UT  As the central point of contact for all CXone Agent related topics, you will need to have a sound technical knowledge , great leadership, and",Posted 59 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),"Javen Technologies, IncCompany Name - Javen Technologies, Inc","Eagan, MN, USA","Greetings from Javen Technologies Direct Client requirement Job Title: Product Manager Location: Eagan, MN- Hybrid Role Duration: 8+ Months Mandatory Skills: 10+ years of experience on Product Management.Strong experience including work, education, transferable skills, and military experience will be considered.Aptitude for independent strategic thinking as well as the ability to identify, leverage, and execute best practices while demonstrating a continuously innovative mindset.Critical strateg",Posted 13 days ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do As a part of Walmart's Product Organization, you'll be part of the team that creates the digital products, services and platforms that help millions of customers save money and live better and equip 1.3 million associates with the tools that empower them to do their jobs, effortlessly. Here, you'll apply best in class technology like machine learning, augmented reality and camera vision, to make the complex, simple; the unimaginable, doable; the futuristic, realis",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),HTC Global ServicesCompany Name - HTC Global Services,"Dearborn, MI, USA","HTC Global Services wants you. Come build new things with us and advance your career. At HTC Global you'll collaborate with experts.  You'll join successful teams contributing to our clients' success.  You'll work side by side with our clients and have long-term opportunities to advance your career with the latest emerging technologies. At HTC Global Services our consultants have access to a comprehensive benefits package. Benefits can include Paid-Time-Off, Paid Holidays, 401K matching, Life an",Posted 21 days ago | Updated 8 hours ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do Walmart is seeking an innovative and experienced Principal Product Manager to join our dynamic team managing the customer demand platform. This platform supports the mission of Walmart by predicting the demand for products, ensuring that our customers can find what they need when they shop with us. The ideal candidate will be passionate about creating impactful forecasting tools, collaborating with cross-functional teams, and utilizing data-driven strategies to op",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Pinnacle GroupCompany Name - Pinnacle Group,"Santa Clarita, CA, USA","Looking for an experienced and self-motivated tech savvy Solution Architect with 8+ years of experience with solid understanding of domain.  Proven track record of building technical solutions, preforming Gap analysis for customer facing Applicaitons, analyze complex business problems using data driven approach, document the proposal into Keynote, functional flow diagrams, data flow diagram, sequence diagrams. Ability to understand requirements and help translate those into engineering specs for",Posted 60+ days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),CPS RecruitmentCompany Name - CPS Recruitment,"San Antonio, TX, USA","Product Manager  $100-120K  CPS Recruitment is partnering with a medical technology company in San Antonio, TX to find a Product Manager.  This exciting organization is on a mission to create a world-class virtual clinic for early neurodevelopmental diagnostic services. They are pioneering telemedicine to empower caregivers seeking answers about their child's development and primary care physicians in diagnosing autism spectrum disorder (ASD).  As a Product Manager, you'll drive the development",Posted 20 days ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do The Product Manager role is one that calls for a deep understanding of our Health and Wellness: Pharmacy business processes and inventory experiences, that can be translated into Product terms and Roadmaps to direct and guide Engineers to develop world class software solutions.  This specific role will help build our Pharmacy business technology. What you'll get to lead  Define Integrations and workflows that assist with Pharmacy business processes, this is includ",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do Walmart's Product team places customers and associates at the heart of everything we build. We focus and stay committed to the problem, our curiosity drives us to create fast and effective solutions. We collaborate across teams to create inclusive, award-winning solutions. We dream big, but we also hold ourselves accountable for reaching our goals. Our work has a purpose and we see it play out in our stores and communities every day. The Associate Experience Produ",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do Your opportunity:  Join the Sciences Management pillar of the Retail Intelligence team to serve as in house product manager for the prototypes on site shop. These data science products have the potential to impact Walmart USA and beyond. If you are a product manager with a passion for data science this may be a role for you!  The Retail Intelligence team is leading the AI strategy for the company and is specifically charged with intercepting, redesigning, and refr",Posted 12 days ago | Updated 5 hours ago
Senior Product Manager (Hybrid in San Francisco),Vertex IT SystemsCompany Name - Vertex IT Systems,"Stamford, CT, USA","Product Manager to lead the development and success of our products. As a Product Manager, you will be responsible for driving the product strategy, defining product features, and collaborating with cross-functional teams to deliver exceptional products that meet customer needs and business objectives. The ideal candidate should have a strong blend of technical, business, and communication skills, along with a passion for creating products that make a difference.  Job Responsibilities: Develop p",Posted 22 days ago
Senior Product Manager (Hybrid in San Francisco),TEKsystems c/o Allegis GroupCompany Name - TEKsystems c/o Allegis Group,"Minneapolis, MN, USA","Want to work for a company and make an impact on their 2024 healthcare initiatives including: healthcare marketplace, financial services and Rx products? Apply NOW! Our client is hiring 2 Digital Product managers to join their team!  Role: Digital Product Manager Client: Large Healthcare Company Duration: long-term ongoing project 6-12+ month contracts Rate Range: 70-80/hour depending on location, experience level and experience fit. 100% remote work (EST HOURS), but proximity to key hubs is a h",Posted 12 days ago | Updated 4 hours ago
(USA) Principal Product Manager,Walmart Global TechCompany Name - Walmart Global Tech,"Bentonville, AR, USA","Position Summary What you'll do As a part of Walmart International, you will build Digital Merchandising products to drive differentiated customer centric and space aware assortment. As a leader in the Digital Merchandising Transformation, you will be in a unique position to be of service to our customers, suppliers and our associates around Walmart International markets. Merchandising Space & Assortment About Team: Our team collaborates with Walmart International, which has over 5,900 retail un",Posted 12 days ago | Updated 5 hours ago
